BLE_fischart;species_code;german_name;species_name;species_namesc;target_assemblage_code;grouped_species;target_assemblage
SFV;SFV;NA;Norway redfish;Sebastes viviparus;DEF;not defined;Demersal fish
FLR;FLR;NA;Philypnodon grandiceps;Philypnodon grandiceps;DEF;not defined;Demersal fish
ALE;ALE;NA;Alewife;Alosa pseudoharengus;ANA;not defined;Anadromous species
HLR;HLR;NA;Halicmetus reticulatus;Halicmetus reticulatus;DEF;not defined;Demersal fish
MGL;MGL;NA;Malacoglanis gelatinosus;Malacoglanis gelatinosus;FWS;not defined;Freshwater species
BCC;BCC;NA;Bryconaethiops boulengeri;Bryconaethiops boulengeri;FWS;not defined;Freshwater species
BVS;BVS;NA;Breviraja spinosa;Breviraja spinosa;DEF;not defined;Demersal fish
FRE;FRE;NA;Frontilabrus caeruleus;Frontilabrus caeruleus;DEF;not defined;Demersal fish
LOD;LOD;NA;Labeo sindensis;Labeo sindensis;DEF;not defined;Demersal fish
UVU;UVU;NA;Sea lettuce;Ulva lactuca;ALG;not defined;Algae
BOT;BOT;NA;Boto;Inia geoffrensis;OTH;not defined;Other
NHA;NHA;NA;North Pacific hake;Merluccius productus;DEF;not defined;Demersal fish
DPU;DPU;NA;Diaphus dumerilii;Diaphus dumerilii;DEF;not defined;Demersal fish
LSB;LSB;NA;Leptostomias bilobatus;Leptostomias bilobatus;DEF;not defined;Demersal fish
USY;USY;NA;Blue-barred parrotfish;Scarus ghobban;DEF;not defined;Demersal fish
BRK;BRK;NA;Broadbodied toadfish;Riekertia ellisi;DEF;not defined;Demersal fish
USR;USR;NA;Bicolour parrotfish;Cetoscarus bicolor;DEF;not defined;Demersal fish
USS;USS;NA;Striped parrotfish;Scarus iserti;DEF;not defined;Demersal fish
SWY;SWY;NA;Pipefishes nei;Syngnathus spp;DEF;not defined;Demersal fish
GOD;GOD;NA;Gobitrichinotus radiocularis;Gobitrichinotus radiocularis;DEF;not defined;Demersal fish
LIB;LIB;NA;Brushtooth lizardfish;Saurida undosquamis;DEF;not defined;Demersal fish
CGP;CGP;NA;Congiopodus peruvianus;Congiopodus peruvianus;DEF;not defined;Demersal fish
LZO;LZO;NA;Unbranched bamboo coral;Lepidisis olapa;OTH;not defined;Other
TUE;TUE;NA;Steel pompano;Trachinotus stilbe;DEF;not defined;Demersal fish
UBB;UBB;NA;Black fathead;Cubiceps baxteri;DEF;not defined;Demersal fish
GAX;GAX;NA;Argonauts nei;Argonauta spp;CEP;not defined;Cephalopods
ALO;ALO;NA;Short snouted lancetfish;Alepisaurus brevirostris;DEF;not defined;Demersal fish
GEM;GEM;NA;Silver gemfish;Rexea solandri;DEF;not defined;Demersal fish
OSI;OSI;NA;Sirembo imberbis;Sirembo imberbis;DEF;not defined;Demersal fish
RXP;RXP;NA;Royal escolar;Rexea prometheoides;DEF;not defined;Demersal fish
GJX;GJX;NA;Spiny gracilaria;Gracilaria spinigera;DEF;not defined;Demersal fish
GTX;GTX;NA;Patagonotothen nei;Patagonotothen spp;DEF;not defined;Demersal fish
GLS;GLS;NA;Gracilaria seaweeds;Gracilaria spp;ALG;not defined;Algae
TUU;TUU;NA;Taurocottus bergi;Taurocottus bergi;DEF;not defined;Demersal fish
BBF;BBF;NA;Velvet whalefish;Barbourisia rufa;DWS;not defined;Deep-water species
CEA;CEA;NA;Needle dogfish;Centrophorus acus;DEF;not defined;Demersal fish
HKA;HKA;NA;Pacific burrfish;Chilomycterus affinis;DEF;not defined;Demersal fish
JZO;JZO;NA;Longfin sculpin;Jordania zonope;DEF;non-target demersal fish;Demersal fish
MTR;MTR;NA;Narrowfin smooth-hound;Mustelus norrisi;DEF;not defined;Demersal fish
POM;POM;NA;Florida pompano;Trachinotus carolinus;DEF;not defined;Demersal fish
CFM;CFM;NA;Freckled hind;Cephalopholis microprion;DEF;not defined;Demersal fish
SVR;SVR;NA;Syngnathus variegatus;Syngnathus variegatus;DEF;not defined;Demersal fish
GRF;GRF;NA;Southern clingfish;Rimicola dimorpha;DEF;not defined;Demersal fish
SKD;SKD;NA;Sackfish;Neoepinnula orientalis;DEF;not defined;Demersal fish
DOI;DOI;NA;Smooth dosinia;Dosinia lupinus;MOL;not defined;Molluscs
EXD;EXD;NA;Exechodontes daidaleus;Exechodontes daidaleus;DEF;not defined;Demersal fish
AJR;AJR;NA;Rough turbo;Astrea rugosa;GAS;not defined;Gastropods
BAN;BAN;NA;Sphyraena putnamae;Sphyraena putnamae;LPF;not defined;Large pelagic fish
FIP;FIP;NA;Red cornetfish;Fistularia petimba;DEF;not defined;Demersal fish
GQD;GQD;NA;Sordid rubberlip;Plectorhinchus sordidus;DEF;not defined;Demersal fish
HKZ;HKZ;NA;Merluccid hakes nei;Merlucciidae;DEF;not defined;Demersal fish
HLE;HLE;NA;Haliophis aethiopus;Haliophis aethiopus;DEF;not defined;Demersal fish
LAC;LAC;NA;Lantern fish;Lampanyctus achirus;DEF;not defined;Demersal fish
ORE;ORE;NA;Tasselled wobbegong;Eucrossorhinus dasypogon;DEF;not defined;Demersal fish
TZR;TZR;NA;Starry weever;Trachinus radiatus;DEF;not defined;Demersal fish
BUP;BUP;NA;Pacific rudderfish;Psenopsis anomala;DEF;not defined;Demersal fish
DLT;DLT;NA;Striped escolar;Diplospinus multistriatus;DEF;not defined;Demersal fish
DXQ;DXQ;NA;Half-striated donax;Donax semistriatus;MOL;not defined;Molluscs
LOZ;LOZ;NA;Pacific tripletail;Lobotes pacificus;DEF;not defined;Demersal fish
NHY;NHY;NA;Paranotothenia nei;Paranotothenia spp;DEF;not defined;Demersal fish
TFD;TFD;NA;Toadfishes, etc. nei;Batrachoididae;DEF;not defined;Demersal fish
EGM;EGM;NA;Smallhead hairtail;Eupleurogrammus muticus;DEF;not defined;Demersal fish
EWK;EWK;NA;Longtooth hairtail;Eupleurogrammus glossodon;DEF;not defined;Demersal fish
NQA;NQA;NA;Articulate monodont;Monodonta articulata;GAS;not defined;Gastropods
UEX;UEX;NA;Munida spp;Munida spp;CRU;not defined;Crustaceans
SYL;SYL;NA;California lizardfish;Synodus lucioceps;DEF;not defined;Demersal fish
CFZ;CFZ;NA;Golden hind;Cephalopholis aurantia;DEF;not defined;Demersal fish
HYD;HYD;NA;Ratfishes nei;Hydrolagus spp;DEF;not defined;Demersal fish
LCT;LCT;NA;Arctic eelpout;Lycodes reticulatus;DEF;not defined;Demersal fish
JBO;JBO;NA;Redaxil emperor;Lethrinus conchyliatus;DEF;not defined;Demersal fish
LEL;LEL;NA;Letholycus magellanicus;Letholycus magellanicus;DEF;not defined;Demersal fish
GUB;GUB;NA;Whitespotted guitarfish;Rhinobatos albomaculatus;DEF;not defined;Demersal fish
WFF;WFF;NA;Longfin crevalle jack;Caranx fischeri;DEF;not defined;Demersal fish
COK;COK;NA;Shiro, white coral;Corallium konojoi;OTH;not defined;Other
RBM;RBM;NA;Rhinobatos obtusus;Rhinobatos obtusus;DEF;not defined;Demersal fish
OLA;OLA;NA;Lepophidium aporrhox;Lepophidium aporrhox;DEF;not defined;Demersal fish
AJE;AJE;NA;Artemia persimilis;Artemia persimilis;CRU;not defined;Crustaceans
BID;BID;NA;Orange-lined triggerfish;Balistapus undulatus;DEF;not defined;Demersal fish
RRF;RRF;NA;Grunt sculpin;Rhamphocottus richardsoni;DEF;non-target demersal fish;Demersal fish
RJV;RJV;NA;;Rajella kukujevi;DEF;not defined;Demersal fish
SVW;SVW;NA;Large-scale lantern fish;Symbolophorus veranyi;DEF;not defined;Demersal fish
HOF;HOF;NA;Offshore silver hake;Merluccius albidus;DEF;not defined;Demersal fish
BXC;BXC;NA;Abatus cordatus;Abatus cordatus;OTH;not defined;Other
LED;LED;NA;Lepidocephalus annandalei;Lepidocephalus annandalei;DEF;not defined;Demersal fish
BPS;BPS;NA;Purple brotula;Grammonus diagrammus;DEF;not defined;Demersal fish
OCL;OCL;NA;Black brotula;Cherublemma emmelas;DEF;not defined;Demersal fish
GXW;GXW;NA;Darwin's slimehead;Gephyroberyx darwinii;DEF;not defined;Demersal fish
SVX;SVX;NA;Stomatopods nei;Stomatopoda;DEF;not defined;Demersal fish
OSC;OSC;NA;Johnston snake-eel;Schultzidia johnstonensis;DEF;not defined;Demersal fish
JPD;JPD;NA;Japonolaeops dentatus;Japonolaeops dentatus;DEF;not defined;Demersal fish
SNO;SNO;NA;Common snook;Centropomus undecimalis;DEF;not defined;Demersal fish
DCE;DCE;NA;Dictyosoma burgeri;Dictyosoma burgeri;DEF;not defined;Demersal fish
SLH;SLH;NA;Scopelosaurus hamiltoni;Scopelosaurus hamiltoni;DEF;not defined;Demersal fish
YEX;YEX;NA;Limandas nei;Limanda spp;DEF;not defined;Demersal fish
SYN;SYN;NA;Blackmouth splitfin;Synagrops japonicus;DEF;not defined;Demersal fish
PSC;PSC;NA;Freckled driftfish;Psenes cyanophrys;DEF;not defined;Demersal fish
DXP;DXP;NA;Paradoxodacna piratica;Paradoxodacna piratica;DEF;not defined;Demersal fish
LTS;LTS;NA;Pink ear emperor;Lethrinus lentjan;DEF;not defined;Demersal fish
PLV;PLV;NA;Pelsartia humeralis;Pelsartia humeralis;DEF;not defined;Demersal fish
AMC;AMC;NA;Red eel;Myroconger compressus;DEF;not defined;Demersal fish
DFX;DFX;NA;Diodora spp;Diodora spp;GAS;not defined;Gastropods
DIY;DIY;NA;Spot-fin porcupinefish;Diodon hystrix;DEF;not defined;Demersal fish
LEN;LEN;NA;Smalltooth emperor;Lethrinus microdon;DEF;not defined;Demersal fish
MLY;MLY;NA;Blackback silverside;Melanorhinus cyanellus;DEF;not defined;Demersal fish
OBT;OBT;NA;Barred queenfish;Scomberoides tala;DEF;not defined;Demersal fish
AUG;AUG;NA;Giant sea catfish;Arius gigas;DEF;not defined;Demersal fish
BQS;BQS;NA;Pacific mud piddock;Barnea subtruncata;DEF;not defined;Demersal fish
COT;COT;NA;Galjoens nei;Dichistiidae;DEF;not defined;Demersal fish
BHM;BHM;NA;Banded frogfish;Halophryne diemensis;DEF;not defined;Demersal fish
GCJ;GCJ;NA;Pilose bittersweet;Glycymeris pilosa;MOL;not defined;Molluscs
RUL;RUL;NA;Lobed stingaree;Urolophus lobatus;DEF;not defined;Demersal fish
CBO;CBO;NA;Kroyer's deep-sea angler fish;Ceratias holboelli;DEF;not defined;Demersal fish
DAS;DAS;NA;Chinese gizzard shad;Clupanodon thrissa;DEF;not defined;Demersal fish
ENT;ENT;NA;Barred angelfish;Centropyge multifasciata;DEF;not defined;Demersal fish
JPP;JPP;NA;Copepods;Copepoda;CRU;not defined;Crustaceans
LTE;LTE;NA;Blackeye emperor;Lethrinus enigmaticus;DEF;not defined;Demersal fish
REM;REM;NA;Shark suckers;Remora spp;DEF;not defined;Demersal fish
TTV;TTV;NA;Common torpedo;Torpedo torpedo;DEF;not defined;Demersal fish
NER;NER;NA;Ragworm;Nereis diversicolor;OTH;not defined;Other
DXC;DXC;NA;Californian donax;Donax californicus;MOL;not defined;Molluscs
EOZ;EOZ;NA;Lessonia spp;Lessonia spp;ALG;not defined;Algae
OZZ;OZZ;NA;Microsoft mouse;Paramaretia peloria;OTH;not defined;Other
AEM;AEM;NA;Longfin icedevil;Aethotaxis mitopteryx;DEF;not defined;Demersal fish
BQF;BQF;NA;Decussate ark;Barbatia foliata;MOL;not defined;Molluscs
CBD;CBD;NA;Jolthead porgy;Calamus bajonado;DEF;not defined;Demersal fish
DBS;DBS;NA;Whitespotted filefish;Cantherhines dumerilii;DEF;not defined;Demersal fish
GIQ;GIQ;NA;Opaleye;Girella nigricans;DEF;not defined;Demersal fish
GYY;GYY;NA;Gymnoscopelus spp;Gymnoscopelus spp;DEF;not defined;Demersal fish
KMC;KMC;NA;Cancellate panope;Macoma cancellata;DEF;not defined;Demersal fish
LJX;LJX;NA;Chilean kelp;Lessonia nigrescens;ALG;not defined;Algae
OMN;OMN;NA;Monomitopus agassizii;Monomitopus agassizii;DEF;not defined;Demersal fish
ORS;ORS;NA;Cobbler wobbegong;Sutorectus tentaculatus;DEF;not defined;Demersal fish
OUT;OUT;NA;Opua atherinoides;Opua atherinoides;DEF;not defined;Demersal fish
WOA;WOA;NA;Sepia acuminata;Sepia acuminata;CEP;not defined;Cephalopods
ANL;ANL;NA;Labichthys carinatus;Labichthys carinatus;DEF;not defined;Demersal fish
ARM;ARM;NA;Lugworm;Arenicola marina;OTH;not defined;Other
AZG;AZG;NA;Argobuccinum argus;Argobuccinum argus;GAS;not defined;Gastropods
BLK;BLK;NA;Abralia andamanica;Abralia andamanica;CEP;not defined;Cephalopods
BUC;BUC;NA;Bombay-duck;Harpadon nehereus;DEF;not defined;Demersal fish
CIA;CIA;NA;Arctic cisco;Coregonus autumnalis;ANA;not defined;Anadromous species
CIK;CIK;NA;Kiyi;Coregonus kiyi;ANA;not defined;Anadromous species
CUB;CUB;NA;Black cusk-eel;Genypterus maculatus;DEF;not defined;Demersal fish
CVI;CVI;NA;Monkeyface prickleback;Cebidichthys violaceus;DEF;not defined;Demersal fish
EET;EET;NA;Jewfish;Epinephelus itajara;DEF;not defined;Demersal fish
ENZ;ENZ;NA;Dusky angelfish;Centropyge multispinis;DEF;not defined;Demersal fish
EOR;EOR;NA;Longhead dab;Limanda proboscidea;DEF;not defined;Demersal fish
FCI;FCI;NA;Inequivalve ark;Scapharca inaequivalvis;DEF;not defined;Demersal fish
FOL;FOL;NA;Antarctic trophon;Trophon albolabratus;GAS;not defined;Gastropods
GJE;GJE;NA;Hackle weed;Chondracanthus teedei;ALG;not defined;Algae
GJW;GJW;NA;Warty gracilaria;Gracilaria verrucosa;ALG;not defined;Algae
LXX;LXX;NA;Lanternfishes nei;Myctophidae;DEF;not defined;Demersal fish
OAA;OAA;NA;Acanthonus armatus;Acanthonus armatus;DEF;not defined;Demersal fish
OCV;OCV;NA;Longfin burrower;Apodocreedia vanderhorsti;DEF;not defined;Demersal fish
RDG;RDG;NA;Dasyatis garouaensis;Dasyatis garouaensis;DEF;not defined;Demersal fish
RQM;RQM;NA;Maculated top;Trochus maculatus;GAS;not defined;Gastropods
TNT;TNT;NA;Tasmanian numbfish;Narcine tasmaniensis;DEF;not defined;Demersal fish
YMZ;YMZ;NA;Yellow goatfish;Mulloidichthys martinicus;DEF;not defined;Demersal fish
SSQ;SSQ;NA;Velvet dogfish;Scymnodon squamulosus;DEF;not defined;Demersal fish
AVR;AVR;NA;Green jobfish;Aprion virescens;DEF;not defined;Demersal fish
ORT;ORT;NA;Spotted wobbegong;Orectolobus maculatus;DEF;not defined;Demersal fish
WEP;WEP;NA;Peruvian weakfish;Cynoscion analis;DEF;not defined;Demersal fish
YQT;YQT;NA;Golden Cystoseira;Cystoseira barbata;DEF;not defined;Demersal fish
ARB;ARB;NA;Bandtooth conger;Ariosoma balearicum;DEF;not defined;Demersal fish
KUE;KUE;NA;Deep-water redfish;Actinopyga echinites;DEF;not defined;Demersal fish
SYO;SYO;NA;Smallmouth knifetooth dogfish;Scymnodon obscurus;DEF;not defined;Demersal fish
BDF;BDF;NA;Bigeye frostfish;Benthodesmus macrophthalmus;DEF;not defined;Demersal fish
ADZ;ADZ;NA;Artedidraco glareobarbatus;Artedidraco glareobarbatus;DEF;not defined;Demersal fish
AHP;AHP;NA;Panturichthys isognathus;Panturichthys isognathus;DEF;not defined;Demersal fish
AQZ;AQZ;NA;Black corals and thorny corals;Antipatharia;DEF;not defined;Demersal fish
ARN;ARN;NA;Silvery conger;Ariosoma anago;DEF;not defined;Demersal fish
AVH;AVH;NA;Dotterel filefish;Aluterus heudelotii;DEF;not defined;Demersal fish
BBP;BBP;NA;Slender blacksmelt;Bathylagus pacificus;ANA;not defined;Anadromous species
CGI;CGI;NA;Ganges River gizzard shad;Gonialosa manmina;ANA;not defined;Anadromous species
CNE;CNE;NA;Australian river gizzard shad;Nematalosa erebi;ANA;not defined;Anadromous species
CNI;CNI;NA;Cnidarians nei;Cnidaria;OTH;not defined;Other
CQZ;CQZ;NA;Roughback sculpin;Chitonotus pugetensis;DEF;non-target demersal fish;Demersal fish
DRX;DRX;NA;Yellowtail tubelip;Diproctacanthus xanthurus;DEF;not defined;Demersal fish
EBN;EBN;NA;Hollow green nori;Enteromorpha intestinalis;DEF;not defined;Demersal fish
FMG;FMG;NA;Grooved helmet;Phalium granulatum;DEF;not defined;Demersal fish
FMS;FMS;NA;Saburon helmet;Phalium saburon;DEF;not defined;Demersal fish
GCH;GCH;NA;Gracilaria chilensis;Gracilaria chilensis;ALG;not defined;Algae
GLD;GLD;NA;Bloodworm;Glycera dibranchiata;OTH;not defined;Other
HJZ;HJZ;NA;Pacific longnose parrotfish;Hipposcarus longiceps;DEF;not defined;Demersal fish
III;III;NA;Thickened nassa;Hinia incrassata;GAS;not defined;Gastropods
KIL;KIL;NA;Branched sea cushion;Codium edule;DEF;not defined;Demersal fish
LST;LST;NA;Rivulated mutton hamlet;Alphestes multiguttatus;DEF;not defined;Demersal fish
MOO;MOO;NA;Moonfish;Mene maculata;DEF;not defined;Demersal fish
NEN;NEN;NA;Black gemfish;Nesiarchus nasutus;DEF;not defined;Demersal fish
OCP;OCP;NA;Ocosia apia;Ocosia apia;DEF;not defined;Demersal fish
OOM;OOM;NA;Ophisurus macrorhynchus;Ophisurus macrorhynchus;DEF;not defined;Demersal fish
PBC;PBC;NA;Palebelly searsid;Barbantus curvifrons;DEF;not defined;Demersal fish
PCZ;PCZ;NA;Creole damsel;Pomacentrus agassizi;DEF;not defined;Demersal fish
RLZ;RLZ;NA;Banded rudderfish;Seriola zonata;DEF;not defined;Demersal fish
SDP;SDP;NA;Narrownose smooth-hound;Mustelus schmitti;DEF;not defined;Demersal fish
WBM;WBM;NA;Goatsbeard brotula;Brotula multibarbata;DEF;not defined;Demersal fish
YKP;YKP;NA;Marine bindweed;Cystoclonium purpureum;ALG;not defined;Algae
ACR;ACR;NA;Glow-bellies, splitfins nei;Acropomatidae;DEF;not defined;Demersal fish
BHZ;BHZ;NA;Armless stars;Brisingidae;OTH;not defined;Other
BVG;BVG;NA;Channel bull blenny;Cottoperca gobio;DEF;not defined;Demersal fish
CQR;CQR;NA;Silver whiptail;Coelorinchus argentatus;DEF;not defined;Demersal fish
DRL;DRL;NA;Concertina fish;Drepane longimana;DEF;not defined;Demersal fish
SDL;SDL;NA;Sheefish;Stenodus leucichthys;DEF;not defined;Demersal fish
SXE;SXE;NA;Schedophilus nei;Schedophilus spp;DEF;not defined;Demersal fish
TSF;TSF;NA;Tosanoides filamentosus;Tosanoides filamentosus;DEF;not defined;Demersal fish
TSG;TSG;NA;Tilesina gibbosa;Tilesina gibbosa;DEF;not defined;Demersal fish
FSE;FSE;NA;Green Panama keyhole limpet;Fissurella virescens;DEF;not defined;Demersal fish
GEB;GEB;NA;Ornate angelfish;Genicanthus bellus;DEF;not defined;Demersal fish
TOI;TOI;NA;Plata pompano;Trachinotus marginatus;DEF;not defined;Demersal fish
BPX;BPX;NA;Lambis spp;Lambis spp;GAS;not defined;Gastropods
OBM;OBM;NA;Talang queenfish;Scomberoides commersonnianus;DEF;not defined;Demersal fish
SEO;SEO;NA;Choicy ruff;Seriolella porosa;DEF;not defined;Demersal fish
OPN;OPN;NA;Opostomias micripnus;Opostomias micripnus;DEF;not defined;Demersal fish
YSR;YSR;NA;Easter damselfish;Chrysiptera rapanui;DEF;not defined;Demersal fish
PIM;PIM;NA;Bigeye ilisha;Ilisha megaloptera;DEF;not defined;Demersal fish
QRR;QRR;NA;Javanese threadfin;Filimanus hexanema;DEF;not defined;Demersal fish
BRY;BRY;NA;Brotulina erythrea;Brotulina erythrea;DEF;not defined;Demersal fish
CAH;CAH;NA;Elephantfishes, etc. nei;Callorhinchidae;DEF;not defined;Demersal fish
GLB;GLB;NA;Chiloglanis batesii;Chiloglanis batesii;DEF;not defined;Demersal fish
ILI;ILI;NA;West African ilisha;Ilisha africana;DEF;not defined;Demersal fish
QZU;QZU;NA;Bigeye picarel;Spicara alta;DEF;not defined;Demersal fish
UAE;UAE;NA;Zebra tilefish;Branchiostegus semifasciatus;DEF;not defined;Demersal fish
URU;URU;NA;Whitemouth jack;Uraspis uraspis;DEF;not defined;Demersal fish
YBP;YBP;NA;Neptune's volute;Cymbium pepo;GAS;not defined;Gastropods
PBS;PBS;NA;Tubenose poacher;Pallasina barbata;DEF;not defined;Demersal fish
SAD;SAD;NA;Aristostomias grimaldii;Aristostomias grimaldii;DEF;not defined;Demersal fish
CQF;CQF;NA;Banded whiptail;Coelorinchus fasciatus;DEF;not defined;Demersal fish
HVP;HVP;NA;Patagonian hake;Merluccius patagonicus;DEF;not defined;Demersal fish
TIE;TIE;NA;Shortfin pompano;Trachinotus teraia;DEF;not defined;Demersal fish
IVD;IVD;NA;Barred hogfish;Bodianus scrofa;DEF;not defined;Demersal fish
RPF;RPF;NA;Red Sea goatfish;Parupeneus forsskali;DEF;not defined;Demersal fish
HTL;HTL;NA;Slender suckerfish;Phtheirichthys lineatus;DEF;not defined;Demersal fish
LRZ;LRZ;NA;Rough periwinkle;Littoraria scabra;GAS;not defined;Gastropods
BVU;BVU;NA;Breviraja cubensis;Breviraja cubensis;DEF;not defined;Demersal fish
HUI;HUI;NA;Hucho ishikawae;Hucho ishikawae;FWS;not defined;Freshwater species
DRZ;DRZ;NA;Sicklefishes nei;Drepane spp;DEF;not defined;Demersal fish
SSJ;SSJ;NA;Syngnathus schmidti;Syngnathus schmidti;DEF;not defined;Demersal fish
BCH;BCH;NA;Pony toadfish;Chatrabus damaranus;DEF;not defined;Demersal fish
LAI;LAI;NA;Southern opah;Lampris immaculatus;DEF;not defined;Demersal fish
POG;POG;NA;Pogonophryne spp;Pogonophryne spp;DEF;not defined;Demersal fish
RRU;RRU;NA;Rainbow runner;Elagatis bipinnulata;DEF;not defined;Demersal fish
PLL;PLL;NA;Streaked prochilod;Prochilodus lineatus;DEF;not defined;Demersal fish
EMT;EMT;NA;Bonnetmouths, rubyfishes nei;Emmelichthyidae;DEF;not defined;Demersal fish
BIC;BIC;NA;Bighead carp;Hypophthalmichthys nobilis;FWS;not defined;Freshwater species
RYG;RYG;NA;Rubyfish;Plagiogeneion rubiginosum;DEF;not defined;Demersal fish
MNY;MNY;NA;Thickscale silverside;Melaniris pachylepis;DEF;not defined;Demersal fish
COY;COY;NA;Congriscus megastomus;Congriscus megastomus;DEF;not defined;Demersal fish
CTF;CTF;NA;Striped smooth-hound;Mustelus fasciatus;DEF;not defined;Demersal fish
DTB;DTB;NA;Mottled fusilier;Dipterygonotus balteatus;DEF;not defined;Demersal fish
HYK;HYK;NA;Hypopterus macropterus;Hypopterus macropterus;DEF;not defined;Demersal fish
LUX;LUX;NA;Toothed Cuban cusk-eel;Lucifuga dentatus;DEF;not defined;Demersal fish
LUZ;LUZ;NA;Arrow blenny;Lucayablennius zingaro;DEF;not defined;Demersal fish
MHV;MHV;NA;Vanikoro sweeper;Pempheris vanicolensis;DEF;not defined;Demersal fish
SZX;SZX;NA;Saurida spp;Saurida spp;DEF;not defined;Demersal fish
TRP;TRP;NA;Dealfishes;Trachipterus spp;DEF;not defined;Demersal fish
ASB;ASB;NA;Bean's sawtooth eel;Serrivomer beani;DEF;not defined;Demersal fish
GQX;GQX;NA;Red sea plume;Asparagopsis taxiformis;DEF;not defined;Demersal fish
OPR;OPR;NA;Rice-paddy eel;Pisodonophis boro;DEF;not defined;Demersal fish
KDE;KDE;NA;Spiny bonnet;Cassidaria echinophora;DEF;not defined;Demersal fish
SSX;SSX;NA;Sea squirts nei;Ascidiacea;OTH;not defined;Other
SDF;SDF;NA;Pacific scabbardfish;Lepidopus fitchi;DEF;not defined;Demersal fish
GGO;GGO;NA;Red velvetfish;Gnathanacanthus goetzeei;DEF;not defined;Demersal fish
HLK;HLK;NA;Clarion angelfish;Holacanthus clarionensis;DEF;not defined;Demersal fish
VRL;VRL;NA;Yellow-edged lyretail;Variola louti;DEF;not defined;Demersal fish
HZX;HZX;NA;Hexaplex spp;Hexaplex spp;DEF;not defined;Demersal fish
USE;USE;NA;Cottonmouth jack;Uraspis secunda;DEF;not defined;Demersal fish
GBB;GBB;NA;Brachygalaxias bullocki;Brachygalaxias bullocki;DEF;not defined;Demersal fish
SUY;SUY;NA;Stauroteuthis syrtensis;Stauroteuthis syrtensis;CEP;not defined;Cephalopods
HDA;HDA;NA;Cheilodipterus alleni;Cheilodipterus alleni;DEF;not defined;Demersal fish
